rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp	blog	web	TVM	spok	fic	mag	news	acad	blogPM	webPM	TVMPM	spokPM	ficPM	magPM	newsPM	acadPM
1113	style	n	87244	87.86	0.07	0.01	45777	0.95	12601	13843	4316	5306	4724	16992	11753	17709	101.41	107.63	33.70	42.07	39.92	134.76	96.54	147.83
1114	through	r	87238	87.85	0.01	0.01	57847	0.98	10768	9727	17719	14988	13580	9071	8057	3328	86.66	75.63	138.35	118.82	114.77	71.94	66.18	27.78
1115	march	n	87215	87.83	0.00	0.00	6929	-4.46	163	170	52	273	138	282	283	204	1.31	1.32	0.41	2.16	1.17	2.24	2.32	1.70
1116	machine	n	87156	87.77	0.05	0.01	39948	0.97	10586	11858	10418	6710	13840	16840	9744	7160	85.20	92.20	81.34	53.20	116.97	133.55	80.04	59.77
1117	november	n	87108	87.72	0.00	0.00	194	0.83	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1118	generation	n	87071	87.68	0.06	0.00	46827	0.96	13897	13189	3188	8982	4505	15176	12367	15767	111.84	102.55	24.89	71.21	38.07	120.36	101.58	131.62
1119	income	n	86902	87.51	0.05	0.00	30063	0.94	16977	17185	983	7929	1290	13126	14529	14883	136.63	133.62	7.68	62.86	10.90	104.10	119.34	124.24
1120	born	v	86829	87.44	0.10	0.01	50909	0.98	10766	13848	10254	9589	11551	12117	12016	6688	86.65	107.67	80.06	76.02	97.62	96.10	98.70	55.83
1121	admit	v	86631	87.24	0.02	0.00	56313	0.98	13638	12750	9570	10626	11416	11569	10781	6281	109.76	99.13	74.72	84.24	96.48	91.75	88.56	52.43
1122	hello	u	86614	87.22	0.82	0.02	32336	0.90	2764	2861	58013	12537	8087	1272	911	169	22.24	22.24	452.96	99.39	68.35	10.09	7.48	1.41
1123	onto	i	86605	87.21	0.01	0.00	51859	0.93	7983	8211	5267	4784	32177	14199	8852	5132	64.25	63.84	41.12	37.93	271.94	112.61	72.71	42.84
1124	sea	n	86544	87.15	0.24	0.01	34520	0.97	7943	11594	7204	6089	16842	16709	9322	10841	63.93	90.15	56.25	48.27	142.34	132.52	76.57	90.50
1125	okay	j	86529	87.14	0.03	0.01	29469	0.89	4836	3888	61167	3906	9421	2527	449	335	38.92	30.23	477.59	30.97	79.62	20.04	3.69	2.80
1126	mouth	n	86406	87.01	0.02	0.01	42927	0.91	6169	8266	12713	4747	40031	7639	3930	2911	49.65	64.27	99.26	37.63	338.32	60.58	32.28	24.30
1127	throughout	i	86381	86.99	0.11	0.00	58978	0.95	11148	13394	2018	9509	3646	14402	11508	20756	89.72	104.14	15.76	75.39	30.81	114.22	94.53	173.27
1128	own	v	86371	86.98	0.02	0.01	52200	0.97	14208	12726	8521	7672	8163	12721	17096	5264	114.35	98.95	66.53	60.82	68.99	100.89	140.43	43.94
1129	test	v	86155	86.76	0.07	0.01	45294	0.96	9204	10587	6082	7745	4221	17476	10014	20826	74.07	82.32	47.49	61.40	35.67	138.60	82.26	173.85
1130	web	n	85868	86.47	0.57	0.01	36078	0.93	16238	20915	1503	9101	2667	13411	10742	11291	130.68	162.62	11.74	72.15	22.54	106.36	88.24	94.26
1131	shake	v	85841	86.44	0.06	0.01	42017	0.88	4021	6862	7498	5587	46671	7200	6327	1675	32.36	53.35	58.54	44.29	394.44	57.10	51.97	13.98
1132	threat	n	85754	86.36	0.03	0.00	43620	0.96	11024	10819	4974	15733	4330	10907	12388	15579	88.72	84.12	38.84	124.73	36.60	86.50	101.76	130.05
1133	solution	n	85661	86.26	0.07	0.01	45057	0.95	17243	15651	2714	8579	2442	12252	8885	17895	138.77	121.69	21.19	68.01	20.64	97.17	72.98	149.39
1134	shut	v	85625	86.23	0.25	0.01	44755	0.96	7607	7125	32631	7069	18178	5471	6148	1396	61.22	55.40	254.78	56.04	153.63	43.39	50.50	11.65
1135	down	i	85515	86.12	0.05	0.01	53960	0.95	9009	8114	10589	10063	26460	9974	9259	2046	72.50	63.09	82.68	79.78	223.63	79.10	76.05	17.08
1136	travel	v	85441	86.04	0.05	0.01	53314	0.98	11059	12737	7017	9147	10188	14746	13197	7350	89.00	99.03	54.79	72.52	86.10	116.95	108.40	61.36
1137	scientist	n	85428	86.03	0.13	0.01	32161	0.94	11450	12498	3872	7807	3412	24326	9047	13016	92.15	97.18	30.23	61.89	28.84	192.92	74.31	108.66
1138	hide	v	85395	86.00	0.05	0.01	50527	0.97	9189	10827	17962	7887	20553	8711	6303	3963	73.95	84.18	140.25	62.53	173.70	69.08	51.77	33.08
1139	obviously	r	85364	85.96	0.25	0.00	52366	0.95	15221	11707	9584	26683	6697	5383	5684	4405	122.50	91.02	74.83	211.54	56.60	42.69	46.69	36.77
1140	refer	v	85212	85.81	0.02	0.00	51236	0.95	12391	17609	2649	6506	4271	9428	9424	22934	99.72	136.91	20.68	51.58	36.10	74.77	77.41	191.45
1141	alone	r	85036	85.63	0.03	0.01	57157	0.98	9843	11471	13070	6458	16148	10592	7506	9948	79.22	89.19	102.05	51.20	136.47	84.00	61.65	83.05
1142	drink	v	84895	85.49	0.06	0.01	41332	0.97	8227	8599	20371	7025	21034	9533	6191	3914	66.21	66.86	159.06	55.69	177.77	75.60	50.85	32.67
1143	investigation	n	84783	85.38	0.05	0.00	36109	0.92	6113	9341	5452	23878	2670	7872	16626	12831	49.20	72.63	42.57	189.30	22.57	62.43	136.57	107.11
1144	senator	n	84544	85.14	0.69	0.01	24206	0.86	5502	7141	3848	46850	1997	6580	9671	2955	44.28	55.52	30.05	371.43	16.88	52.18	79.44	24.67
1145	unit	n	84518	85.11	0.09	0.00	37129	0.96	8025	9968	7173	6049	4901	12502	13538	22362	64.59	77.50	56.01	47.96	41.42	99.15	111.20	186.68
1146	photograph	n	84476	85.07	0.54	0.04	31428	0.79	3181	4387	2380	3993	7329	48628	5160	9418	25.60	34.11	18.58	31.66	61.94	385.66	42.38	78.62
1147	july	n	84439	85.03	1.00	0.01	41659	0.69	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1148	television	n	84433	85.03	0.09	0.01	44159	0.95	6590	8439	3997	19686	7562	12349	18348	7462	53.04	65.62	31.21	156.07	63.91	97.94	150.71	62.29
1149	key	j	84228	84.82	0.10	0.02	53581	0.95	11038	11764	2311	9531	1947	13254	14310	20073	88.83	91.47	18.04	75.56	16.46	105.11	117.54	167.57
1150	sexual	j	84220	84.81	0.05	0.00	25606	0.92	9407	9365	4449	10645	3074	11966	10449	24865	75.71	72.82	34.74	84.39	25.98	94.90	85.83	207.57
1151	radio	n	84218	84.81	0.20	0.02	39844	0.97	8663	9418	8175	15736	11636	11802	13236	5552	69.72	73.23	63.83	124.75	98.34	93.60	108.72	46.35
1152	prevent	v	84179	84.77	0.02	0.00	51758	0.96	11683	14649	2474	8667	3350	16884	10419	16053	94.03	113.90	19.32	68.71	28.31	133.90	85.58	134.01
1153	once	c	84165	84.76	0.50	0.00	60193	0.98	13283	12569	9573	9120	11996	13356	7992	6297	106.90	97.73	74.75	72.30	101.38	105.92	65.65	52.57
1154	modern	j	83945	84.53	0.14	0.01	43476	0.95	12116	13639	2410	4802	3489	16451	9856	21182	97.51	106.05	18.82	38.07	29.49	130.47	80.96	176.83
1155	senate	n	83931	84.52	0.96	0.01	27266	0.91	9287	11927	1012	30728	553	7802	18033	4589	74.74	92.74	7.90	243.61	4.67	61.88	148.12	38.31
1156	violence	n	83882	84.47	0.07	0.00	31702	0.95	10243	10576	3427	15446	2944	9612	14962	16672	82.44	82.23	26.76	122.46	24.88	76.23	122.90	139.18
1157	touch	v	83871	84.46	0.04	0.01	47842	0.95	6588	8260	18206	7381	26234	8312	5539	3351	53.02	64.22	142.15	58.52	221.72	65.92	45.50	27.97
1158	feature	n	83853	84.44	0.05	0.02	42809	0.94	13359	14628	1181	2328	5562	17826	8625	20344	107.51	113.74	9.22	18.46	47.01	141.37	70.85	169.83
1159	audience	n	83493	84.08	0.04	0.02	39974	0.96	12122	11398	4038	14295	5645	10851	13375	11769	97.56	88.62	31.53	113.33	47.71	86.06	109.86	98.25
1160	evening	n	83312	83.90	0.08	0.02	48709	0.96	6134	7079	10148	15664	19794	11324	9899	3270	49.37	55.04	79.24	124.18	167.29	89.81	81.31	27.30
1161	whom	p	83267	83.85	0.02	0.00	53669	0.97	9686	15772	3343	6079	10608	12651	11864	13275	77.95	122.63	26.10	48.19	89.65	100.33	97.45	110.82
1162	front	i	83180	83.76	0.01	0.01	51313	0.95	8235	7921	10480	8801	27322	9586	7824	3011	66.28	61.59	81.83	69.77	230.91	76.02	64.27	25.14
1163	hall	n	82960	83.54	0.52	0.02	41451	0.95	5908	7025	6711	7545	18018	9675	21895	6185	47.55	54.62	52.40	59.82	152.28	76.73	179.85	51.63
1164	task	n	82839	83.42	0.07	0.00	40046	0.92	8935	11670	2387	4337	4754	10807	7799	32150	71.91	90.74	18.64	34.38	40.18	85.71	64.06	268.39
1165	score	n	82738	83.32	0.05	0.01	28333	0.88	6792	9119	2941	3230	2186	7985	10820	39665	54.66	70.90	22.96	25.61	18.47	63.33	88.88	331.12
1166	skin	n	82598	83.18	0.04	0.01	36085	0.94	7489	8100	6292	4758	24796	19846	5192	6125	60.27	62.98	49.13	37.72	209.56	157.39	42.65	51.13
1167	suffer	v	82579	83.16	0.01	0.00	54431	0.97	12394	13145	6169	9036	6620	13317	12485	9413	99.75	102.21	48.17	71.64	55.95	105.61	102.55	78.58
1168	wide	j	82565	83.11	0.06	0.01	53988	0.96	8787	10459	2425	3999	15295	15662	11129	14772	70.72	81.32	18.93	31.70	129.27	124.21	91.41	123.32
1169	spring	n	82557	83.14	0.28	0.01	47245	0.94	5938	7228	4010	5074	10399	19097	22969	7842	47.79	56.20	31.31	40.23	87.89	151.45	188.67	65.46
1170	experience	v	82550	83.13	0.03	0.00	49647	0.95	13392	13704	3328	5324	4484	12053	7380	22885	107.78	106.55	25.98	42.21	37.90	95.59	60.62	191.04
1171	civil	j	82544	83.12	0.28	0.01	37109	0.95	10215	12757	2506	12628	2322	10489	14576	17051	82.21	99.19	19.57	100.11	19.62	83.19	119.73	142.34
1172	safety	n	82535	83.11	0.13	0.01	41300	0.96	10646	11805	4639	9606	4746	12276	17653	11164	85.68	91.79	36.22	76.16	40.11	97.36	145.00	93.20
1173	weekend	n	82429	83.01	0.09	0.04	49388	0.96	11119	8315	9583	19908	6861	8895	16375	1373	89.49	64.65	74.82	157.83	57.99	70.54	134.51	11.46
1174	while	n	82196	82.77	0.01	0.00	53513	0.97	11835	10075	16413	9972	19595	7087	5358	1861	95.25	78.34	128.15	79.06	165.61	56.21	44.01	15.54
1175	worth	i	82178	82.76	0.04	0.01	54819	0.98	16146	13175	11338	7483	7024	11969	10032	5011	129.94	102.44	88.53	59.33	59.36	94.92	82.40	41.83
1176	title	n	82165	82.74	0.10	0.01	40729	0.94	12915	19084	2493	4153	3911	10291	18506	10812	103.94	148.38	19.47	32.92	33.05	81.62	152.01	90.26
1177	heat	n	82112	82.69	0.11	0.01	34449	0.93	7720	8002	5008	4732	11973	26573	12905	5199	62.13	62.22	39.10	37.52	101.19	210.74	106.00	43.40
1178	normal	j	82076	82.65	0.04	0.01	47576	0.98	12098	12406	10425	9397	8253	10781	6661	12055	97.37	96.46	81.40	74.50	69.75	85.50	54.71	100.63
1179	hope	n	81896	82.47	0.06	0.01	54057	0.98	12452	12067	8027	10731	9172	10650	11763	7034	100.21	93.82	62.67	85.08	77.52	84.46	96.62	58.72
1180	yard	n	81852	82.43	0.04	0.01	31356	0.94	10607	7557	4518	3297	14592	12364	26252	2665	85.37	58.76	35.28	26.14	123.32	98.06	215.64	22.25
1181	finger	n	81817	82.39	0.03	0.01	40145	0.89	5445	6390	8692	4678	41323	8171	4588	2530	43.82	49.68	67.87	37.09	349.24	64.80	37.69	21.12
1182	tend	v	81665	82.24	0.00	0.00	51245	0.95	13542	11892	2458	6953	4899	14762	8092	19067	108.99	92.46	19.19	55.12	41.40	117.07	66.47	159.17
1183	mission	n	81524	82.10	0.13	0.01	37460	0.98	8761	10122	9108	10747	6081	13366	11338	12001	70.51	78.70	71.11	85.20	51.39	106.00	93.13	100.18
1184	eventually	r	81481	82.05	0.18	0.00	57453	0.97	11895	12578	4128	7861	8542	15138	12069	9270	95.73	97.80	32.23	62.32	72.19	120.06	99.14	77.39
1185	participant	n	81371	81.94	0.14	0.00	19831	0.79	4278	6494	246	1149	454	5206	4268	59276	34.43	50.49	1.92	9.11	3.84	41.29	35.06	494.83
1186	hotel	n	81364	81.94	0.23	0.02	32869	0.96	6488	7596	10212	7976	12735	13838	19566	2953	52.22	59.06	79.73	63.23	107.63	109.75	160.72	24.65
1187	judge	n	81312	81.88	0.16	0.01	29880	0.95	7353	10853	7015	18076	4645	6369	18239	8762	59.18	84.38	54.77	143.31	39.26	50.51	149.82	73.14
1188	pattern	n	81097	81.67	0.03	0.00	37906	0.92	7179	10336	3517	4232	5932	13363	4968	31570	57.78	80.36	27.46	33.55	50.13	105.98	40.81	263.54
1189	break	n	81057	81.63	0.12	0.09	44352	0.89	6899	6272	10374	35380	5812	6282	7411	2627	55.52	48.77	81.00	280.49	49.12	49.82	60.87	21.93
1190	institution	n	80998	81.57	0.08	0.00	33370	0.91	8052	11915	1226	6601	1071	9552	9727	32854	64.80	92.64	9.57	52.33	9.05	75.75	79.90	274.26
1191	faith	n	80912	81.48	0.13	0.01	33055	0.96	14694	16402	6984	7686	5510	12468	7671	9497	118.26	127.53	54.53	60.93	46.57	98.88	63.01	79.28
1192	professional	j	80903	81.47	0.09	0.00	44022	0.94	11549	10518	4170	5194	3897	10664	10276	24635	92.95	81.78	32.56	41.18	32.94	84.57	84.41	205.65
1193	reflect	v	80851	81.42	0.02	0.00	49659	0.93	8679	10428	1254	4966	4966	11939	9107	29512	69.85	81.08	9.79	39.37	41.97	94.69	74.81	246.36
1194	folk	n	80843	81.41	0.07	0.01	44111	0.96	17443	11237	8874	16721	7991	7330	8041	3206	140.38	87.37	69.29	132.56	67.54	58.13	66.05	26.76
1195	surface	n	80819	81.39	0.06	0.00	35059	0.94	8597	10804	3445	3229	11519	21080	6075	16070	69.19	84.00	26.90	25.60	97.35	167.18	49.90	134.15
1196	fall	n	80585	81.15	0.17	0.01	51868	0.96	8864	9186	4654	7179	8568	16114	18016	8004	71.34	71.42	36.34	56.91	72.41	127.80	147.99	66.82
1197	client	n	80584	81.15	0.04	0.00	28430	0.96	12110	10412	9801	5392	6057	9847	11181	15784	97.46	80.96	76.53	42.75	51.19	78.09	91.84	131.76
1198	edge	n	80577	81.14	0.08	0.01	45671	0.94	7962	8641	3964	4563	23217	17717	9078	5435	64.08	67.19	30.95	36.18	196.22	140.51	74.57	45.37
1199	traditional	j	80470	81.04	0.05	0.00	43143	0.93	9083	9076	1204	4794	1865	14613	11867	27968	73.10	70.57	9.40	38.01	15.76	115.89	97.48	233.47
1200	council	n	80469	81.03	0.69	0.01	32418	0.94	8339	10990	3580	8665	2854	8512	19465	18064	67.11	85.45	27.95	68.70	24.12	67.51	159.89	150.80
1201	device	n	80398	80.96	0.03	0.00	30919	0.95	15548	16059	4470	4576	3732	16608	7301	12104	125.13	124.86	34.90	36.28	31.54	131.71	59.97	101.04
1202	firm	n	80364	80.93	0.03	0.00	33264	0.93	7491	8032	3131	4700	3435	15664	22665	15246	60.29	62.45	24.45	37.26	29.03	124.23	186.17	127.27
1203	environmental	j	80328	80.89	0.20	0.01	23664	0.88	6145	6970	777	3592	730	13181	10740	38193	49.46	54.19	6.07	28.48	6.17	104.54	88.22	318.83
1204	responsibility	n	80294	80.86	0.03	0.00	45588	0.96	11031	11857	5176	11899	3595	8774	9337	18625	88.78	92.19	40.41	94.34	30.38	69.58	76.69	155.48
1205	chair	n	80186	80.75	0.06	0.01	37839	0.92	4883	6053	6366	5059	34299	11038	7039	5449	39.30	47.06	49.71	40.11	289.88	87.54	57.82	45.49
1206	internet	n	80144	80.71	0.69	0.00	33536	0.93	18366	17588	3010	8268	1692	12397	10847	7976	147.81	136.75	23.50	65.55	14.30	98.32	89.10	66.58
1207	october	n	80099	80.66	0.00	0.00	159	0.78	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1208	by	r	80074	80.64	0.07	0.00	55900	0.98	9857	9183	14690	9730	15739	8759	7143	4973	79.33	71.40	114.70	77.14	133.02	69.47	58.67	41.51
1209	funny	j	79978	80.49	0.11	0.01	42702	0.97	11274	10496	25460	11633	9758	5580	5064	668	90.73	81.61	198.79	92.23	82.47	44.25	41.60	5.58
1210	immediately	r	79856	80.42	0.05	0.00	55893	0.98	10456	12567	5936	8768	11252	11932	10359	8586	84.15	97.71	46.35	69.51	95.10	94.63	85.09	71.68
1211	investment	n	79833	80.39	0.08	0.00	32531	0.94	12490	10839	1649	6297	1406	15607	17122	14423	100.52	84.28	12.88	49.92	11.88	123.78	140.64	120.40
1212	ship	n	79715	80.28	0.04	0.01	22390	0.95	5431	8900	16491	5938	20672	9905	7268	5110	43.71	69.20	128.76	47.08	174.71	78.55	59.70	42.66
1213	effective	j	79635	80.19	0.04	0.00	43296	0.93	11007	12475	1596	6543	1270	11210	6765	28769	88.58	97.00	12.46	51.87	10.73	88.90	55.57	240.16
1214	previous	j	79535	80.09	0.08	0.00	50593	0.94	11755	13060	1432	4836	4498	10135	12816	21003	94.60	101.54	11.18	38.34	38.01	80.38	105.27	175.33
1215	content	n	79496	80.05	0.06	0.01	36639	0.92	16468	18825	1095	2245	3448	10789	6045	20581	132.54	146.37	8.55	17.80	29.14	85.57	49.65	171.81
1216	consumer	n	79489	80.05	0.14	0.01	30023	0.94	12410	12019	486	8493	418	16033	17802	11828	99.88	93.45	3.79	67.33	3.53	127.15	146.23	98.74
1217	element	n	79440	80.00	0.03	0.00	39165	0.92	8858	19666	2359	5546	2695	10706	5985	23625	71.29	152.91	18.42	43.97	22.78	84.91	49.16	197.22
1218	nuclear	j	79435	79.99	0.08	0.00	18340	0.94	10307	13486	2670	16054	1512	9793	10821	14792	82.95	104.86	20.85	127.28	12.78	77.67	88.88	123.48
1219	spirit	n	79123	79.68	0.25	0.01	38189	0.97	9583	15317	8991	5079	9550	10767	7113	12723	77.12	119.09	70.20	40.27	80.71	85.39	58.43	106.21
1220	directly	r	79121	79.68	0.01	0.00	52768	0.96	11337	13405	3056	6984	7576	11713	7613	17437	91.24	104.23	23.86	55.37	64.03	92.89	62.53	145.56
1221	afraid	j	78979	79.53	0.04	0.01	45364	0.97	7757	7514	24616	10578	16684	5350	4841	1639	62.43	58.42	192.20	83.86	141.00	42.43	39.76	13.68
1222	define	v	78953	79.51	0.03	0.00	40744	0.92	10484	15227	1579	4916	1993	8342	5533	30879	84.38	118.39	12.33	38.97	16.84	66.16	45.45	257.78
1223	handle	v	78899	79.45	0.02	0.01	52858	0.99	9973	9283	14659	10089	6789	11253	11397	5456	80.26	72.18	114.46	79.99	57.38	89.24	93.62	45.55
1224	track	n	78828	79.38	0.05	0.01	44966	0.97	10690	11167	6915	7528	10128	13508	14143	4749	86.03	86.83	53.99	59.68	85.60	107.13	116.17	39.64
1225	run	n	78645	79.20	0.07	0.01	44231	0.95	12257	9894	5974	6430	5863	11123	23129	3975	98.64	76.93	46.64	50.98	49.55	88.21	189.98	33.18
1226	wind	n	78623	79.18	0.10	0.01	33702	0.95	9534	8754	5938	6565	21238	13866	7574	5154	76.73	68.06	46.36	52.05	179.49	109.97	62.21	43.03
1227	lack	n	78587	79.14	0.04	0.00	49578	0.95	14691	12580	1888	5362	4204	9373	9452	21037	118.23	97.81	14.74	42.51	35.53	74.34	77.64	175.61
1228	cost	v	78520	79.07	0.06	0.01	47648	0.96	12388	10386	5513	9084	3845	15239	16341	5724	99.70	80.75	43.05	72.02	32.50	120.86	134.23	47.78
1229	announce	v	78426	78.98	0.01	0.00	53732	0.95	9729	10729	2335	11781	6919	12355	19103	5475	78.30	83.42	18.23	93.40	58.48	97.98	156.91	45.70
1230	journal	n	78364	78.91	0.63	0.01	30958	0.85	6465	9435	1621	5326	2885	10213	5795	36624	52.03	73.36	12.66	42.22	24.38	81.00	47.60	305.73
1231	heavy	j	78327	78.88	0.05	0.01	49265	0.96	7235	8312	5799	6744	18504	15302	9979	6452	58.23	64.63	45.28	53.47	156.39	121.36	81.97	53.86
1232	ice	n	78316	78.87	0.17	0.05	31118	0.97	8448	8654	10754	6160	14075	15539	10847	3839	67.99	67.29	83.97	48.84	118.95	123.24	89.10	32.05
1233	collection	n	78281	78.83	0.14	0.01	36224	0.94	7335	11186	2551	3326	4639	18462	10465	20317	59.03	86.97	19.92	26.37	39.21	146.42	85.96	169.60
1234	feed	v	78280	78.83	0.25	0.01	40539	0.98	13059	12506	8139	6950	9241	12544	8303	7538	105.10	97.24	63.55	55.10	78.10	99.48	68.20	62.93
1235	soldier	n	78276	78.83	0.09	0.02	27914	0.96	6032	8582	7225	12820	11945	11375	13416	6881	48.55	66.73	56.41	101.64	100.95	90.21	110.20	57.44
1236	just	j	78214	78.76	0.08	0.01	50407	0.97	11097	9189	25865	13450	6819	5076	4480	2238	89.31	71.45	201.95	106.63	57.63	40.26	36.80	18.68
1237	governor	n	78194	78.74	0.42	0.01	26085	0.90	7944	10664	3343	28883	2145	5956	15104	4155	63.93	82.92	26.10	228.98	18.13	47.24	124.07	34.69
1238	fish	n	78114	78.66	0.11	0.01	25642	0.96	5029	6758	9284	4246	11533	18896	11018	11350	40.47	52.55	72.49	33.66	97.47	149.86	90.50	94.75
1239	shoulder	n	78062	78.61	0.02	0.01	36939	0.88	3737	5270	4525	3218	41864	10715	6380	2353	30.08	40.98	35.33	25.51	353.81	84.98	52.41	19.64
1240	cultural	j	78023	78.57	0.10	0.00	28574	0.88	6997	7537	809	3078	1467	8394	8029	41712	56.31	58.60	6.32	24.40	12.40	66.57	65.95	348.21
1241	successful	j	77999	78.55	0.03	0.00	51448	0.96	12082	11384	2995	8803	2914	11501	10388	17932	97.24	88.51	23.38	69.79	24.63	91.21	85.33	149.69
1242	fair	j	77775	78.32	0.11	0.01	47322	0.98	12621	11102	9580	13863	6729	7889	10109	5882	101.57	86.32	74.80	109.91	56.87	62.57	83.04	49.10
1243	trust	v	77728	78.27	0.15	0.01	43560	0.98	10665	9289	26569	7651	10034	5836	4575	3109	85.83	72.22	207.45	60.66	84.80	46.28	37.58	25.95
1244	suddenly	r	77721	78.27	0.21	0.01	44567	0.92	6191	7225	5858	7237	32663	9735	5952	2860	49.83	56.18	45.74	57.37	276.05	77.21	48.89	23.88
1245	future	j	77663	78.21	0.10	0.01	47482	0.94	11834	12964	2502	4271	2645	11036	9159	23252	95.24	100.80	19.54	33.86	22.35	87.52	75.23	194.11
1246	interested	j	77632	78.18	0.02	0.00	51909	0.98	14291	12193	9347	9767	7136	8066	8212	8620	115.01	94.80	72.98	77.43	60.31	63.97	67.45	71.96
1247	deliver	v	77338	77.88	0.02	0.00	51823	0.97	10420	11623	6579	7529	6253	14301	11859	8774	83.86	90.37	51.37	59.69	52.85	113.42	97.41	73.24
1248	saturday	n	77290	77.83	0.99	0.02	41490	0.72	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1249	editor	n	77280	77.82	0.29	0.03	39103	0.92	7595	8769	1391	8685	2777	15917	24250	7896	61.12	68.18	10.86	68.85	23.47	126.23	199.19	65.92
1250	fresh	j	77195	77.74	0.14	0.06	43374	0.94	6826	6881	6767	8438	10100	21718	13051	3414	54.94	53.50	52.84	66.90	85.36	172.24	107.20	28.50
1251	anybody	p	77150	77.69	0.12	0.01	45192	0.95	5766	4797	25092	22526	7819	4146	6170	836	46.41	37.30	195.92	178.59	66.08	32.88	50.68	6.98
1252	destroy	v	77088	77.63	0.03	0.01	42580	0.98	11686	13890	14199	9003	6768	8337	7235	5970	94.05	108.00	110.87	71.38	57.20	66.12	59.43	49.84
1253	claim	n	77050	77.59	0.03	0.00	34656	0.94	13783	15447	1813	6354	2431	9448	9398	18376	110.93	120.10	14.16	50.37	20.55	74.93	77.20	153.40
1254	critical	j	77026	77.57	0.05	0.00	44534	0.93	9563	10067	1655	8194	1831	9114	8495	28107	76.96	78.27	12.92	64.96	15.47	72.28	69.78	234.63
1255	agreement	n	76793	77.33	0.09	0.00	33927	0.94	7313	10747	2495	12317	2835	6565	13353	21168	58.86	83.56	19.48	97.65	23.96	52.07	109.68	176.71
1256	powerful	j	76773	77.31	0.03	0.00	50775	0.97	10083	11725	5816	8857	5878	13915	8970	11529	81.15	91.16	45.41	70.22	49.68	110.36	73.68	96.24
1257	researcher	n	76737	77.28	0.13	0.00	29987	0.89	5892	7857	518	3393	738	26289	7024	25026	47.42	61.09	4.04	26.90	6.24	208.49	57.70	208.91
1258	concept	n	76679	77.22	0.04	0.00	37290	0.92	12634	12864	1882	3196	1910	8201	5795	30197	101.68	100.02	14.69	25.34	16.14	65.04	47.60	252.08
1259	willing	j	76629	77.17	0.01	0.00	50769	0.97	14499	11645	6931	12768	5482	8747	9277	7280	116.69	90.54	54.12	101.22	46.33	69.37	76.20	60.77
1260	band	n	76423	76.96	0.11	0.01	28889	0.97	9076	11404	7966	6512	7733	11727	13904	8101	73.04	88.67	62.20	51.63	65.36	93.00	114.21	67.63
1261	marry	v	76412	76.95	0.03	0.01	34435	0.98	6783	7984	20061	8627	15518	7584	6503	3352	54.59	62.08	156.64	68.39	131.15	60.15	53.42	27.98
1262	promise	v	76397	76.93	0.06	0.01	48081	0.98	6249	7196	24569	7411	11420	7765	8034	3753	50.29	55.95	191.83	58.75	96.52	61.58	65.99	31.33
1263	easily	r	76348	76.88	0.01	0.00	54646	0.96	14021	13316	3032	4249	8578	14588	7635	10929	112.84	103.54	23.67	33.69	72.50	115.69	62.71	91.23
1264	restaurant	n	76197	76.73	0.08	0.01	33063	0.94	8138	7326	6479	6322	9019	12019	24457	2437	65.50	56.96	50.59	50.12	76.22	95.32	200.89	20.34
1265	league	n	76178	76.71	0.41	0.01	29677	0.91	10200	9331	3138	4707	2018	10775	31774	4235	82.09	72.55	24.50	37.32	17.06	85.45	260.99	35.35
1266	senior	j	76109	76.64	0.16	0.01	46037	0.94	7424	8628	3061	11378	3387	11379	23720	7132	59.75	67.08	23.90	90.20	28.63	90.24	194.84	59.54
1267	capital	n	76018	76.55	0.18	0.01	36239	0.95	9676	10165	1896	9868	2508	11694	15602	14609	77.87	79.04	14.80	78.23	21.20	92.74	128.16	121.95
1268	anymore	r	75907	76.44	0.02	0.01	46658	0.97	8987	7189	26336	10104	12417	5014	5065	824	72.33	55.90	205.63	80.10	104.94	39.76	41.60	6.88
1269	april	n	75906	76.44	0.00	0.00	110	0.80	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1270	potential	j	75838	76.37	0.03	0.00	48148	0.94	10834	10568	1575	6200	1823	11126	11056	22656	87.19	82.17	12.30	49.15	15.41	88.24	90.82	189.13
1271	etc	r	75726	76.26	0.02	0.00	31360	0.87	34906	26257	129	871	1576	3229	2337	6421	280.93	204.15	1.01	6.91	13.32	25.61	19.20	53.60
1272	quick	j	75637	76.17	0.10	0.01	53166	0.98	9431	8585	11721	10709	12602	11107	8090	3392	75.90	66.75	91.52	84.90	106.51	88.09	66.45	28.32
1273	magazine	n	75615	76.15	0.15	0.02	40669	0.96	7715	8615	4618	12635	7518	16042	12241	6231	62.09	66.98	36.06	100.17	63.54	127.23	100.55	52.02
1274	status	n	75577	76.11	0.05	0.01	39297	0.93	9887	11280	2345	4679	2473	8014	8499	28400	79.57	87.70	18.31	37.10	20.90	63.56	69.81	237.08
